,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Item_Outlet_Sales
199,FDZ40,12.695633368756642,Low Fat,0.070354806,Frozen Foods,53.9298,OUT019,1985,Small,Tier 1,Grocery Store,-1024.337912211787
200,FDS46,12.695633368756642,Regular,0.047028483,Snack Foods,118.3782,OUT027,1985,Medium,Tier 3,Supermarket Type3,3400.30305183424
201,DRD24,13.85,Low Fat,0.030857538,Soft Drinks,140.6154,OUT045,2002,Medium,Tier 2,Supermarket Type1,2262.0037456977057
202,FDV45,16.75,Low Fat,0.045302246,Snack Foods,189.1556,OUT017,2007,Medium,Tier 2,Supermarket Type1,3061.927781595355
203,FDL26,18.0,Low Fat,0.073341257,Canned,155.7972,OUT045,2002,Medium,Tier 2,Supermarket Type1,2511.4035211366245
204,FDA56,9.21,Low Fat,0.00880049,Fruits and Vegetables,123.0414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1730.1817560221557
205,FDN27,20.85,Low Fat,0.039562497,Meat,118.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,1955.0994692313675
206,FDM20,10.0,Low Fat,0.038745948,Fruits and Vegetables,245.0144,OUT049,1999,Medium,Tier 1,Supermarket Type1,3909.6864411705806
207,FDO16,5.48,Low Fat,0.015193653,Frozen Foods,82.825,OUT017,2007,Medium,Tier 2,Supermarket Type1,1372.7693298572822
208,FDL03,19.25,Regular,0.027075481,Meat,195.611,OUT035,2004,Small,Tier 2,Supermarket Type1,3224.655022177089
209,FDE58,18.5,Low Fat,0.052068722,Snack Foods,117.0124,OUT046,1997,Small,Tier 1,Supermarket Type1,1949.8840881781375
210,FDI02,12.695633368756642,Regular,0.114010306,Canned,112.2202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3258.755583873089
211,NCC55,12.695633368756642,LF,0.111641021,Household,38.8848,OUT019,1985,Small,Tier 1,Grocery Store,-1290.7784516908368
212,FDR03,15.7,Regular,0.008771522,Meat,205.798,OUT018,2009,Medium,Tier 3,Supermarket Type2,3050.067375941127
213,FDB14,20.25,Regular,0.103304968,Canned,92.612,OUT017,2007,Medium,Tier 2,Supermarket Type1,1539.5669307781673
214,FDR45,10.8,LF,0.028919203,Snack Foods,240.9222,OUT013,1987,High,Tier 3,Supermarket Type1,3820.4464696240243
215,NCN07,18.5,Low Fat,0.034136703,Others,130.0284,OUT017,2007,Medium,Tier 2,Supermarket Type1,2122.2278308168147
216,FDM51,12.695633368756642,Regular,0.045393469,Meat,102.2674,OUT019,1985,Small,Tier 1,Grocery Store,-236.64311903865882
217,FDT52,12.695633368756642,Regular,0.047199898,Frozen Foods,244.9144,OUT027,1985,Medium,Tier 3,Supermarket Type3,5378.668385548086
218,FDL26,18.0,Low Fat,0.07319282,Canned,154.2972,OUT046,1997,Small,Tier 1,Supermarket Type1,2509.427452981724
219,NCZ42,10.5,Low Fat,0.011287929,Household,238.9248,OUT046,1997,Small,Tier 1,Supermarket Type1,3875.4419710715642
220,DRI47,12.695633368756642,Low Fat,0.036628533,Hard Drinks,145.6128,OUT019,1985,Small,Tier 1,Grocery Store,396.9762457230788
221,FDW40,14.0,Regular,0.105057952,Frozen Foods,141.1812,OUT013,1987,High,Tier 3,Supermarket Type1,2275.8473282854684
222,FDN34,15.6,Regular,0.0,Snack Foods,169.2132,OUT046,1997,Small,Tier 1,Supermarket Type1,2816.6863270856425
223,FDS01,11.6,Low Fat,0.017741644,Canned,178.3686,OUT035,2004,Small,Tier 2,Supermarket Type1,2919.951645516558
224,NCG55,16.25,Low Fat,0.039225553,Household,116.2176,OUT045,2002,Medium,Tier 2,Supermarket Type1,1923.9090522000515
225,FDC11,20.5,Low Fat,0.141766029,Starchy Foods,87.4172,OUT035,2004,Small,Tier 2,Supermarket Type1,1439.6608210845766
226,FDX35,5.035,Regular,0.080236064,Breads,226.4036,OUT018,2009,Medium,Tier 3,Supermarket Type2,3318.0134249878943
227,NCB06,17.6,Low Fat,0.082332074,Health and Hygiene,160.392,OUT046,1997,Small,Tier 1,Supermarket Type1,2609.9430035221253
228,FDR09,12.695633368756642,Low Fat,0.136085739,Snack Foods,259.8962,OUT019,1985,Small,Tier 1,Grocery Store,2195.711207636267
229,FDC53,8.68,Low Fat,0.008885672,Frozen Foods,96.9384,OUT017,2007,Medium,Tier 2,Supermarket Type1,1602.9650195234644
230,FDY45,17.5,Low Fat,0.0,Snack Foods,255.2356,OUT013,1987,High,Tier 3,Supermarket Type1,4099.280533259111
231,FDA22,7.435,Low Fat,0.141355941,Starchy Foods,168.5158,OUT010,1998,Medium,Tier 3,Grocery Store,715.1837622055091
232,FDE02,8.71,Low Fat,0.121227447,Canned,95.2778,OUT035,2004,Small,Tier 2,Supermarket Type1,1565.517977398158
233,FDW21,5.34,Regular,0.005975976,Snack Foods,100.8358,OUT045,2002,Medium,Tier 2,Supermarket Type1,1699.566923898291
234,FDV34,10.695,Regular,0.011425458,Snack Foods,73.6038,OUT046,1997,Small,Tier 1,Supermarket Type1,1300.4095834867817
235,FDS59,14.8,Regular,0.043961689,Breads,109.157,OUT049,1999,Medium,Tier 1,Supermarket Type1,1781.4602073952906
236,NCW17,18.0,Low Fat,0.01949589,Health and Hygiene,127.8994,OUT017,2007,Medium,Tier 2,Supermarket Type1,2104.7259229024226
237,NCK54,12.15,Low Fat,0.029523375,Household,117.215,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.836664908255
238,FDG17,12.695633368756642,Regular,0.062751586,Frozen Foods,244.2486,OUT019,1985,Small,Tier 1,Grocery Store,1999.8741114492195
239,FDG35,21.2,Regular,0.0,Starchy Foods,173.0738,OUT017,2007,Medium,Tier 2,Supermarket Type1,2834.2873710997314
240,FDD08,8.3,Low Fat,0.059175953,Fruits and Vegetables,37.8506,OUT010,1998,Medium,Tier 3,Grocery Store,-1271.3663166547924
241,NCO07,9.06,Low Fat,0.009831566,Others,211.156,OUT017,2007,Medium,Tier 2,Supermarket Type1,3390.5788551897144
242,FDJ10,5.095,reg,0.216762584,Snack Foods,142.2838,OUT010,1998,Medium,Tier 3,Grocery Store,388.0020630884567
243,FDW36,11.15,Low Fat,0.057254675,Baking Goods,104.0622,OUT017,2007,Medium,Tier 2,Supermarket Type1,1692.876807821382
244,FDW21,5.34,Regular,0.0,Snack Foods,101.0358,OUT010,1998,Medium,Tier 3,Grocery Store,-228.67590968141735
245,FDY19,19.75,Low Fat,0.041598912,Fruits and Vegetables,118.0466,OUT017,2007,Medium,Tier 2,Supermarket Type1,1950.8440547487176
246,DRE03,19.6,Low Fat,0.024206741,Dairy,47.0718,OUT013,1987,High,Tier 3,Supermarket Type1,791.490264360501
247,NCC55,10.695,Low Fat,0.063862271,Household,38.1848,OUT049,1999,Medium,Tier 1,Supermarket Type1,656.7398451439376
248,FDH52,9.42,Regular,0.073484791,Frozen Foods,63.6194,OUT010,1998,Medium,Tier 3,Grocery Store,-850.546367358198
249,FDO09,13.5,Regular,0.125983278,Snack Foods,264.691,OUT017,2007,Medium,Tier 2,Supermarket Type1,4239.305160288859
250,FDU43,19.35,Regular,0.058161092,Fruits and Vegetables,239.4564,OUT045,2002,Medium,Tier 2,Supermarket Type1,3881.174121199819
251,FDX09,9.0,Low Fat,0.1092139,Snack Foods,175.037,OUT010,1998,Medium,Tier 3,Grocery Store,865.5057441422191
252,FDH40,12.695633368756642,Regular,0.138195491,Frozen Foods,83.1276,OUT019,1985,Small,Tier 1,Grocery Store,-564.058947562049
253,FDW58,20.75,Low Fat,0.007595816,Snack Foods,104.4622,OUT017,2007,Medium,Tier 2,Supermarket Type1,1753.7350178723382
254,FDC47,15.0,Low Fat,0.11956313,Snack Foods,227.2694,OUT017,2007,Medium,Tier 2,Supermarket Type1,3626.756839963758
255,NCR41,17.85,LF,0.018020588,Health and Hygiene,94.4094,OUT035,2004,Small,Tier 2,Supermarket Type1,1590.9364027055626
256,DRG49,7.81,Low Fat,0.067442541,Soft Drinks,244.7486,OUT035,2004,Small,Tier 2,Supermarket Type1,3914.5397030983763
257,FDC52,12.695633368756642,Regular,0.008239804,Dairy,152.2708,OUT027,1985,Medium,Tier 3,Supermarket Type3,3933.3960041906425
258,FDY13,12.1,Low Fat,0.030127406,Canned,74.567,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.7461324974488
259,FDY35,17.6,Regular,0.016014343,Breads,44.0402,OUT013,1987,High,Tier 3,Supermarket Type1,773.6376402987598
260,FDI35,14.0,Low Fat,0.041524729,Starchy Foods,181.7634,OUT017,2007,Medium,Tier 2,Supermarket Type1,2910.823992526253
261,NCU18,15.1,Low Fat,0.055926872,Household,141.4496,OUT049,1999,Medium,Tier 1,Supermarket Type1,2290.9812887117814
262,FDY33,14.5,Regular,0.097597084,Snack Foods,158.5262,OUT018,2009,Medium,Tier 3,Supermarket Type2,2290.361657532214
263,FDC15,12.695633368756642,Low Fat,0.177107232,Dairy,157.5288,OUT027,1985,Medium,Tier 3,Supermarket Type3,3915.6099307496565
264,FDU01,20.25,Regular,0.0,Canned,186.4924,OUT049,1999,Medium,Tier 1,Supermarket Type1,3037.8750835171345
265,NCU42,9.0,Low Fat,0.019506654,Household,169.5474,OUT046,1997,Small,Tier 1,Supermarket Type1,2778.9002838885904
266,NCV29,11.8,Low Fat,0.022936556,Health and Hygiene,177.6686,OUT018,2009,Medium,Tier 3,Supermarket Type2,2580.4009230079364
267,NCY30,20.25,Low Fat,0.02610006,Household,182.8976,OUT017,2007,Medium,Tier 2,Supermarket Type1,2984.588021702893
268,FDQ46,7.51,Low Fat,0.103974431,Snack Foods,112.1544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1790.127098749725
269,FDG58,12.695633368756642,Regular,0.086360962,Snack Foods,153.7972,OUT027,1985,Medium,Tier 3,Supermarket Type3,3940.5294300338714
270,FDK33,17.85,Low Fat,0.011298801,Snack Foods,213.256,OUT017,2007,Medium,Tier 2,Supermarket Type1,3456.917491465824
271,NCD07,9.1,Low Fat,0.055541153,Household,115.6518,OUT045,2002,Medium,Tier 2,Supermarket Type1,1895.3776878611643
272,NCX29,12.695633368756642,Low Fat,0.088720803,Health and Hygiene,144.4102,OUT027,1985,Medium,Tier 3,Supermarket Type3,3754.7753747849133
273,NCT42,5.88,Low Fat,0.024866609,Household,148.3392,OUT013,1987,High,Tier 3,Supermarket Type1,2394.659562161439
274,DRN59,15.0,Low Fat,0.064129493,Hard Drinks,45.906,OUT035,2004,Small,Tier 2,Supermarket Type1,797.2842613497387
275,FDI44,16.1,Low Fat,0.100213917,Fruits and Vegetables,79.0328,OUT035,2004,Small,Tier 2,Supermarket Type1,1348.5810977002784
276,FDA45,21.25,Low Fat,0.155621254,Snack Foods,178.237,OUT049,1999,Medium,Tier 1,Supermarket Type1,2831.7634828441164
277,FDP31,21.1,Regular,0.161832494,Fruits and Vegetables,65.7168,OUT045,2002,Medium,Tier 2,Supermarket Type1,1110.236043997253
278,FDY01,11.8,Regular,0.170283492,Canned,115.1834,OUT046,1997,Small,Tier 1,Supermarket Type1,1872.6939428274
279,FDT09,15.15,Regular,0.012313256,Snack Foods,132.8284,OUT018,2009,Medium,Tier 3,Supermarket Type2,1923.318471124353
280,DRH03,12.695633368756642,Low Fat,0.0,Dairy,94.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,2990.14535235591
281,FDA36,5.985,Low Fat,0.005689466,Baking Goods,186.6924,OUT018,2009,Medium,Tier 3,Supermarket Type2,2709.9054667748555
282,NCF31,9.13,Low Fat,0.052140695,Household,153.4024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2490.18614367233
283,FDG14,9.0,Regular,0.050579228,Canned,151.3024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2443.465732980284
284,FDG28,12.695633368756642,Regular,0.04904165,Frozen Foods,245.5144,OUT027,1985,Medium,Tier 3,Supermarket Type3,5387.327965621405
285,FDU14,17.75,Low Fat,0.034806679,Dairy,250.175,OUT049,1999,Medium,Tier 1,Supermarket Type1,3990.875353663871
286,FDY47,12.695633368756642,Regular,0.095395258,Breads,131.131,OUT019,1985,Small,Tier 1,Grocery Store,189.1856789846347
287,FDI56,7.325,Low Fat,0.093530571,Fruits and Vegetables,90.4146,OUT049,1999,Medium,Tier 1,Supermarket Type1,1452.1002571857239
288,DRD01,12.1,Regular,0.061124626,Soft Drinks,56.4614,OUT013,1987,High,Tier 3,Supermarket Type1,931.7659038725537
289,FDM22,14.0,Regular,0.0,Snack Foods,54.864,OUT046,1997,Small,Tier 1,Supermarket Type1,1016.5763161254267
290,FDH33,12.85,Low Fat,0.121624114,Snack Foods,42.2428,OUT013,1987,High,Tier 3,Supermarket Type1,692.4142851386414
291,DRZ24,7.535,Low Fat,0.081719458,Soft Drinks,118.444,OUT013,1987,High,Tier 3,Supermarket Type1,1859.3961591556022
292,NCQ38,16.35,Low Fat,0.01336643,Others,105.228,OUT046,1997,Small,Tier 1,Supermarket Type1,1758.8131706201307
293,FDO16,12.695633368756642,Low Fat,0.015035032,Frozen Foods,84.025,OUT027,1985,Medium,Tier 3,Supermarket Type3,2833.644108515487
294,FDU07,12.695633368756642,Low Fat,0.059557164,Fruits and Vegetables,149.2366,OUT027,1985,Medium,Tier 3,Supermarket Type3,3849.926354355855
295,NCB07,19.2,Low Fat,0.077443049,Household,194.511,OUT013,1987,High,Tier 3,Supermarket Type1,3122.213422762284
296,FDU48,18.85,Low Fat,0.055470721,Baking Goods,132.1284,OUT045,2002,Medium,Tier 2,Supermarket Type1,2148.5404915624163
297,NCM43,14.5,Low Fat,0.019514867,Others,165.121,OUT045,2002,Medium,Tier 2,Supermarket Type1,2672.735058133098
298,FDR31,6.46,Regular,0.08228859,Fruits and Vegetables,144.4102,OUT010,1998,Medium,Tier 3,Grocery Store,420.2397001440895
299,DRK49,14.15,Low Fat,0.036090136,Soft Drinks,41.1138,OUT018,2009,Medium,Tier 3,Supermarket Type2,402.4642266265996
300,NCI30,20.25,Low Fat,0.098645981,Household,244.746,OUT010,1998,Medium,Tier 3,Grocery Store,1992.423515977116
301,DRD60,15.7,Low Fat,0.03744271,Soft Drinks,181.1634,OUT017,2007,Medium,Tier 2,Supermarket Type1,2899.8617225666662
302,NCG19,20.25,Low Fat,0.147933567,Household,235.3616,OUT046,1997,Small,Tier 1,Supermarket Type1,3779.726942083886
303,FDH12,9.6,LF,0.084937598,Baking Goods,105.028,OUT035,2004,Small,Tier 2,Supermarket Type1,1705.9240085193946
304,FDM32,20.5,Low Fat,0.020601136,Fruits and Vegetables,91.683,OUT035,2004,Small,Tier 2,Supermarket Type1,1588.605041995656
305,FDM27,12.35,Regular,0.158439388,Meat,156.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2536.235637921777
306,NCU53,12.695633368756642,Low Fat,0.0,Health and Hygiene,165.7842,OUT027,1985,Medium,Tier 3,Supermarket Type3,4127.840197989273
307,NCQ18,15.75,Low Fat,0.135072801,Household,99.17,OUT046,1997,Small,Tier 1,Supermarket Type1,1636.5023841226916
308,FDS10,19.2,Low Fat,0.035156307,Snack Foods,179.1318,OUT013,1987,High,Tier 3,Supermarket Type1,2891.480240886294
309,FDB33,12.695633368756642,Low Fat,0.014509564,Fruits and Vegetables,157.4262,OUT027,1985,Medium,Tier 3,Supermarket Type3,3997.49433121655
310,FDI12,9.395,Regular,0.100315391,Baking Goods,85.8856,OUT013,1987,High,Tier 3,Supermarket Type1,1394.2528234782685
311,NCW42,18.2,Low Fat,0.058420325,Household,221.4456,OUT013,1987,High,Tier 3,Supermarket Type1,3551.717067448933
312,NCC06,19.0,Low Fat,0.027096298,Household,128.6336,OUT018,2009,Medium,Tier 3,Supermarket Type2,1835.0500494670687
313,FDW02,4.805,Regular,0.037912667,Dairy,125.8704,OUT017,2007,Medium,Tier 2,Supermarket Type1,2062.882725758175
314,NCD43,8.85,Low Fat,0.016110572,Household,104.2964,OUT017,2007,Medium,Tier 2,Supermarket Type1,1732.955561040756
315,FDM57,11.65,Regular,0.076158144,Snack Foods,82.9908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1107.0255849618788
316,FDA58,9.395,Low Fat,0.104338095,Snack Foods,236.8932,OUT017,2007,Medium,Tier 2,Supermarket Type1,3774.343831547663
317,FDK56,9.695,Low Fat,0.129998012,Fruits and Vegetables,185.1898,OUT046,1997,Small,Tier 1,Supermarket Type1,2972.6730687639033
318,FDP52,18.7,Regular,0.0,Frozen Foods,231.201,OUT045,2002,Medium,Tier 2,Supermarket Type1,3764.62362362077
319,FDW20,20.75,LF,0.024247803,Fruits and Vegetables,123.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,1729.2748531076459
320,FDS52,8.89,Low Fat,0.005483027,Frozen Foods,100.4016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1638.7434208527684
321,NCT29,12.6,Low Fat,0.064371885,Health and Hygiene,119.8414,OUT018,2009,Medium,Tier 3,Supermarket Type2,1655.6165054292705
322,NCL54,12.6,Low Fat,0.082684949,Household,176.6054,OUT013,1987,High,Tier 3,Supermarket Type1,2826.7692935702366
323,FDC05,13.1,Regular,0.098984923,Frozen Foods,198.2768,OUT045,2002,Medium,Tier 2,Supermarket Type1,3195.693568181256
324,FDF34,9.3,Regular,0.014016743,Snack Foods,196.8084,OUT035,2004,Small,Tier 2,Supermarket Type1,3253.703908324063
325,FDP03,12.695633368756642,Regular,0.060880827,Meat,124.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,3467.1690882723447
326,FDD32,17.7,Regular,0.068511767,Fruits and Vegetables,83.2276,OUT010,1998,Medium,Tier 3,Grocery Store,-515.471699151541
327,FDZ10,17.85,Low Fat,0.0,Snack Foods,127.502,OUT045,2002,Medium,Tier 2,Supermarket Type1,2113.8374125473765
328,FDZ40,8.935,Low Fat,0.04017515,Frozen Foods,54.1298,OUT035,2004,Small,Tier 2,Supermarket Type1,959.4902323635179
329,FDD51,11.15,Low Fat,0.120441348,Dairy,43.7744,OUT018,2009,Medium,Tier 3,Supermarket Type2,425.6333249970103
330,NCY30,12.695633368756642,Low Fat,0.045440803,Household,179.5976,OUT019,1985,Small,Tier 1,Grocery Store,978.2895493111205
331,FDP58,11.1,LF,0.135906738,Snack Foods,217.9482,OUT017,2007,Medium,Tier 2,Supermarket Type1,3436.6652944920847
332,FDV49,10.0,Low Fat,0.025973288,Canned,264.3226,OUT017,2007,Medium,Tier 2,Supermarket Type1,4222.600915145313
333,FDY24,12.695633368756642,Regular,0.23372937,Baking Goods,52.4298,OUT019,1985,Small,Tier 1,Grocery Store,-1092.7572955098694
334,NCO55,12.8,Low Fat,0.091552173,Others,107.1938,OUT017,2007,Medium,Tier 2,Supermarket Type1,1729.093673742248
335,FDR13,9.895,Regular,0.028883289,Canned,116.6492,OUT017,2007,Medium,Tier 2,Supermarket Type1,1929.9522833575284
336,FDS51,13.35,Low Fat,0.03236252,Meat,62.0194,OUT017,2007,Medium,Tier 2,Supermarket Type1,1040.4396691849252
337,FDP26,7.785,Low Fat,0.139835844,Dairy,104.7306,OUT045,2002,Medium,Tier 2,Supermarket Type1,1663.5518039035574
338,NCB54,12.695633368756642,Low Fat,0.049810328,Health and Hygiene,129.2336,OUT027,1985,Medium,Tier 3,Supermarket Type3,3532.5251802401885
339,FDF32,16.35,Low Fat,0.068466049,Fruits and Vegetables,197.1426,OUT017,2007,Medium,Tier 2,Supermarket Type1,3176.6725781895807
340,FDN31,11.5,Low Fat,0.073178424,Fruits and Vegetables,189.153,OUT018,2009,Medium,Tier 3,Supermarket Type2,2746.430739100087
341,DRM48,15.2,Low Fat,0.113535259,Soft Drinks,36.0848,OUT017,2007,Medium,Tier 2,Supermarket Type1,586.9021076339877
342,FDN20,19.35,Low Fat,0.026222599,Fruits and Vegetables,169.0474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2737.695487756469
343,DRL01,19.5,Regular,0.0,Soft Drinks,233.1958,OUT046,1997,Small,Tier 1,Supermarket Type1,3791.439068528845
344,FDV56,16.1,Regular,0.01361686,Fruits and Vegetables,107.2596,OUT049,1999,Medium,Tier 1,Supermarket Type1,1795.7811573316185
345,DRH13,12.695633368756642,Low Fat,0.023770288,Soft Drinks,107.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,3175.0241823130987
346,FDA03,18.5,Regular,0.045720935,Dairy,145.6102,OUT017,2007,Medium,Tier 2,Supermarket Type1,2394.406765056371
347,FDF47,12.695633368756642,Low Fat,0.097145513,Starchy Foods,223.8746,OUT027,1985,Medium,Tier 3,Supermarket Type3,4976.098592261078
348,FDX32,15.1,Regular,0.099858247,Fruits and Vegetables,146.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,2416.302126929845
349,FDX57,17.25,Regular,0.047339698,Snack Foods,96.5068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1615.1046472758107
350,NCA30,19.0,LF,0.129596025,Household,190.5872,OUT045,2002,Medium,Tier 2,Supermarket Type1,3030.135708341864
351,FDO49,10.6,Regular,0.033024663,Breakfast,49.3008,OUT013,1987,High,Tier 3,Supermarket Type1,832.4521402966225
352,FDL04,12.695633368756642,Low Fat,0.195963464,Frozen Foods,105.1622,OUT019,1985,Small,Tier 1,Grocery Store,-271.6735342576694
353,DRM48,15.2,Low Fat,0.112875322,Soft Drinks,37.2848,OUT035,2004,Small,Tier 2,Supermarket Type1,648.0297603424988
354,FDR16,5.845,Regular,0.104930609,Frozen Foods,212.3218,OUT013,1987,High,Tier 3,Supermarket Type1,3379.4160668422833
355,NCC19,6.57,Low Fat,0.097275225,Household,192.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2790.0691634311283
356,NCE42,21.1,Low Fat,0.010623794,Household,235.4958,OUT045,2002,Medium,Tier 2,Supermarket Type1,3819.280934196832
357,FDY24,4.88,Regular,0.134248297,Baking Goods,54.9298,OUT017,2007,Medium,Tier 2,Supermarket Type1,906.96397042324
358,FDH19,19.35,Low Fat,0.033139916,Meat,175.4738,OUT049,1999,Medium,Tier 1,Supermarket Type1,2813.5910390521944
359,FDJ46,11.1,Low Fat,0.044786137,Snack Foods,173.4054,OUT013,1987,High,Tier 3,Supermarket Type1,2782.934551911811
360,FDN45,19.35,Low Fat,0.197679823,Snack Foods,224.6088,OUT010,1998,Medium,Tier 3,Grocery Store,1626.1578898425855
361,FDY08,9.395,Regular,0.171042873,Fruits and Vegetables,139.9838,OUT035,2004,Small,Tier 2,Supermarket Type1,2294.6655241226986
362,FDZ37,8.1,Regular,0.019764765,Canned,86.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,1500.5662706150024
363,NCT30,9.1,LF,0.080455726,Household,47.3718,OUT045,2002,Medium,Tier 2,Supermarket Type1,782.0232397269247
364,DRY23,9.395,Regular,0.109540783,Soft Drinks,41.9112,OUT018,2009,Medium,Tier 3,Supermarket Type2,405.5025276834274
365,NCZ30,6.59,Low Fat,0.026291649,Household,121.7098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1704.3286141048902
366,FDC44,15.6,Low Fat,0.173299972,Fruits and Vegetables,113.3518,OUT018,2009,Medium,Tier 3,Supermarket Type2,1520.5010262805185
367,FDB45,20.85,Low Fat,0.021325759,Fruits and Vegetables,104.6306,OUT035,2004,Small,Tier 2,Supermarket Type1,1792.4282627917542
368,FDY04,17.7,Regular,0.042441097,Frozen Foods,163.221,OUT013,1987,High,Tier 3,Supermarket Type1,2655.082568234004
369,FDM27,12.35,reg,0.0,Meat,158.8946,OUT046,1997,Small,Tier 1,Supermarket Type1,2685.6151156318533
370,FDZ43,11.0,Regular,0.057381292,Fruits and Vegetables,241.2512,OUT017,2007,Medium,Tier 2,Supermarket Type1,3894.7483604980985
371,FDT39,12.695633368756642,Regular,0.017277445,Meat,150.7366,OUT019,1985,Small,Tier 1,Grocery Store,536.919987608635
372,NCC06,12.695633368756642,LF,0.047249645,Household,126.7336,OUT019,1985,Small,Tier 1,Grocery Store,116.89957234517806
373,FDL15,12.695633368756642,Low Fat,0.046408928,Meat,153.5682,OUT027,1985,Medium,Tier 3,Supermarket Type3,3901.2943511709614
